synthetic_claim_id,batch_index,seed,s_true,n_cells,successes,failures,s_hat,ci_low,ci_high,ci_contains_s_true,tau,true_tau_class,decision,reporting_status
cal_n10_s07_0100,201,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0101,202,42,0.7,10,4,6,0.4,0.16818032970623614,0.6873262302663417,False,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0102,203,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0103,204,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0104,205,42,0.7,10,10,0,1.0,0.7224672001371109,1.0,False,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0105,206,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0106,207,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0107,208,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0108,209,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0109,210,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0110,211,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0111,212,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0112,213,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0113,214,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0114,215,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0115,216,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0116,217,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0117,218,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0118,219,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0119,220,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0120,221,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0121,222,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0122,223,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0123,224,42,0.7,10,4,6,0.4,0.16818032970623614,0.6873262302663417,False,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0124,225,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0125,226,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0126,227,42,0.7,10,10,0,1.0,0.7224672001371109,1.0,False,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0127,228,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0128,229,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0129,230,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0130,231,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0131,232,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0132,233,42,0.7,10,4,6,0.4,0.16818032970623614,0.6873262302663417,False,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0133,234,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0134,235,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0135,236,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0136,237,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0137,238,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0138,239,42,0.7,10,10,0,1.0,0.7224672001371109,1.0,False,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0139,240,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0140,241,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0141,242,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0142,243,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0143,244,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0144,245,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0145,246,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0146,247,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0147,248,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0148,249,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0149,250,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0150,251,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0151,252,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0152,253,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0153,254,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0154,255,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0155,256,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0156,257,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0157,258,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0158,259,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0159,260,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0160,261,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0161,262,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0162,263,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0163,264,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0164,265,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0165,266,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0166,267,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0167,268,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0168,269,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0169,270,42,0.7,10,10,0,1.0,0.7224672001371109,1.0,False,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0170,271,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0171,272,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0172,273,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0173,274,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0174,275,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0175,276,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0176,277,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0177,278,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0178,279,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0179,280,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0180,281,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0181,282,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0182,283,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0183,284,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0184,285,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0185,286,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0186,287,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0187,288,42,0.7,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0188,289,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0189,290,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0190,291,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0191,292,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0192,293,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0193,294,42,0.7,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s07_0194,295,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0195,296,42,0.7,10,5,5,0.5,0.23659309051256405,0.763406909487436,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0196,297,42,0.7,10,4,6,0.4,0.16818032970623614,0.6873262302663417,False,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0197,298,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0198,299,42,0.7,10,6,4,0.6,0.3126737697336583,0.8318196702937637,True,0.95,BelowTau,unstable,Reversed
cal_n10_s07_0199,300,42,0.7,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0000,301,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0001,302,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0002,303,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0003,304,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0004,305,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0005,306,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0006,307,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0007,308,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0008,309,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0009,310,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0010,311,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0011,312,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0012,313,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0013,314,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0014,315,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0015,316,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0016,317,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0017,318,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0018,319,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0019,320,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0020,321,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0021,322,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0022,323,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0023,324,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0024,325,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0025,326,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0026,327,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0027,328,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0028,329,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0029,330,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0030,331,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0031,332,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0032,333,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0033,334,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0034,335,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0035,336,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0036,337,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0037,338,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0038,339,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0039,340,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0040,341,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0041,342,42,0.85,10,6,4,0.6,0.3126737697336583,0.8318196702937637,False,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0042,343,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0043,344,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0044,345,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0045,346,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0046,347,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0047,348,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0048,349,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0049,350,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0050,351,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0051,352,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0052,353,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0053,354,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0054,355,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0055,356,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0056,357,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0057,358,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0058,359,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0059,360,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0060,361,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0061,362,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0062,363,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0063,364,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0064,365,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0065,366,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0066,367,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0067,368,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0068,369,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0069,370,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0070,371,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0071,372,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0072,373,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0073,374,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0074,375,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0075,376,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0076,377,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0077,378,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0078,379,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0079,380,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0080,381,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0081,382,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0082,383,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0083,384,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0084,385,42,0.85,10,9,1,0.9,0.5958499732047616,0.982123786904927,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0085,386,42,0.85,10,6,4,0.6,0.3126737697336583,0.8318196702937637,False,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0086,387,42,0.85,10,8,2,0.8,0.49016247153664183,0.9433178485456247,True,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0087,388,42,0.85,10,6,4,0.6,0.3126737697336583,0.8318196702937637,False,0.95,BelowTau,unstable,Reversed
cal_n10_s085_0088,389,42,0.85,10,10,0,1.0,0.7224672001371109,1.0,True,0.95,BelowTau,inconclusive,Unresolved
cal_n10_s085_0089,390,42,0.85,10,7,3,0.7,0.39677814746114537,0.8922087325936989,True,0.95,BelowTau,unstable,Reversed
